example_id,thread_id,customer_message,customer_clean_text,total_turns,thread_type,resolution_category,flag_pushed_to_dm,initial_brand_reply,candidate_intent,is_quality_subset,trivial_predicted_intent,trivial_drafted_reply,trivial_escalation_action,simple_predicted_intent,simple_drafted_reply,simple_escalation_action,simple_escalation_reasons,system_predicted_intent,system_confidence,system_risk_tier,system_retrieved_precedents,system_top_similarity,system_drafted_reply,system_insufficient_context,system_escalation_action,system_escalation_reasons,human_true_intent,human_should_escalate,human_notes,human_quality_helpfulness,human_quality_tone,human_quality_grounding,human_quality_conciseness,human_quality_notes,llm_judge_helpfulness,llm_judge_tone,llm_judge_grounding,llm_judge_conciseness,llm_judge_rationale
10,171753,Why can’t I view my photos &amp; videos without internet connection ? @AppleSupport,Why can’t I view my photos &amp; videos without internet connection ?,2,single_turn,resolved_on_platform,False,"Do you currently have the iCloud Photo Library enabled? If you do, and have it to optimize storage, that can happen. You can read more on that here:",connectivity_network_bluetooth,True,os_update_battery_drain,Thanks for reaching out to @AppleSupport. Please restart your device and ensure you have the latest software update installed. You can also visit https://support.apple.com for troubleshooting.,escalate,connectivity_network_bluetooth,"Let's get you connected. Try going to Settings > General > Reset > Reset Network Settings, or toggle Bluetooth/Airplane Mode off and back on.",auto_handle,,connectivity_network_bluetooth,0.2628,medium,"[{""rank"": 1, ""similarity_score"": 0.5594, ""customer_text"": ""My screen is broken and I’d like to connect in iTunes in order to save my data. How can I do ? iTunes request to unlock my device ..."", ""brand_reply"": ""Excellent! Please look for our response to your DM shortly."", ""thread_id"": ""13196""}, {""rank"": 2, ""similarity_score"": 0.5577, ""customer_text"": ""whenever I try to see the photos that I’ve just taken my #iphone6 shows me this. I’ve reset it, I’ve restored it... help?"", ""brand_reply"": ""We know how important it is to be able to view your photos. Are you able to see older photos on your iPhone?"", ""thread_id"": ""4890""}, {""rank"": 3, ""similarity_score"": 0.5492, ""customer_text"": ""live photo keeps turning on in the camera even when it’s set to stay off. Please fix in next update."", ""brand_reply"": ""Hey, we can work together to figure out a solution. Send us a DM and we'll continue from there."", ""thread_id"": ""2684""}]",0.5594,We'd be glad to help with this. Excellent! Please look for our response to your DM shortly.,False,escalate,Classifier confidence (0.26) is below acceptable threshold (0.65).,,,,,,,,,,,,,
11,245370,@AppleSupport can I call and iMessage on apple watch without iPhone connected and without cellular plan on wifi connection only,can I call and iMessage on apple watch without iPhone connected and without cellular plan on wifi connection only,2,single_turn,resolved_on_platform,False,Which Apple Watch are you using? You can see what options are available on Wi-Fi on here:,connectivity_network_bluetooth,True,os_update_battery_drain,Thanks for reaching out to @AppleSupport. Please restart your device and ensure you have the latest software update installed. You can also visit https://support.apple.com for troubleshooting.,escalate,connectivity_network_bluetooth,"Let's get you connected. Try going to Settings > General > Reset > Reset Network Settings, or toggle Bluetooth/Airplane Mode off and back on.",auto_handle,,connectivity_network_bluetooth,0.3581,medium,"[{""rank"": 1, ""similarity_score"": 0.6574, ""customer_text"": ""is there a way to opt out of iMessage and FaceTime during initial setup on an iPhone?"", ""brand_reply"": ""We're here for you. There isn't a way to avoid iMessage activation with a number, but you can turn it off:"", ""thread_id"": ""12572""}, {""rank"": 2, ""similarity_score"": 0.6386, ""customer_text"": ""I have updated my WatchOS but cannot stream the radio on LTE () . Wi Fi (both tethered and direct from watch) works"", ""brand_reply"": ""You're in the right place for help. Let us know in a DM if the issue started randomly or since you first setup the Watch."", ""thread_id"": ""13949""}, {""rank"": 3, ""similarity_score"": 0.6195, ""customer_text"": ""Why do I need a sim card when I’m joined to the WiFi? I’m only using this phone to test websites."", ""brand_reply"": ""You'll need to insert a SIM and activate the iPhone, once that's done you can remove the SIM and use the iPhone on Wi-Fi."", ""thread_id"": ""13588""}]",0.6574,"We'd be glad to help with this. We're here for you. There isn't a way to avoid iMessage activation with a number, but you can turn it off:",False,escalate,Classifier confidence (0.36) is below acceptable threshold (0.65).,,,,,,,,,,,,,
12,196007,"@AppleSupport since I installed #iOS11 my phone calls are terrible, my internet is worse than the phone calls. Can u provide support with that?","since I installed #iOS11 my phone calls are terrible, my internet is worse than the phone calls. Can u provide support with that?",2,single_turn,likely_pushed_to_dm,True,Let's examine this for you. Send us a DM and we can check on available options.,cancellation_churn_complaint,True,os_update_battery_drain,Thanks for reaching out to @AppleSupport. Please restart your device and ensure you have the latest software update installed. You can also visit https://support.apple.com for troubleshooting.,escalate,cancellation_churn_complaint,We are very sorry to hear about your experience. Your feedback is important to us; please share more details regarding your device so we can help resolve your concerns.,escalate,Simple baseline: high-risk intent detected (cancellation_churn_complaint); Simple baseline: urgent keywords detected: terrible,connectivity_network_bluetooth,0.2753,medium,"[{""rank"": 1, ""similarity_score"": 0.7392, ""customer_text"": ""after updating to ios 11.1 I have no service, displays no service. reset networking settings does nothing"", ""brand_reply"": ""We'd like to see what we can do to assist. DM us and we'll continue from there."", ""thread_id"": ""13933""}, {""rank"": 2, ""similarity_score"": 0.7345, ""customer_text"": ""IOS 11 has been a nightmare since I downloaded it. Battery SOC is all over the board and slower than ever before"", ""brand_reply"": ""That should not be happening. We'd be happy to help. Which iOS version are you currently using? You can check in Settings &gt; General &gt; About."", ""thread_id"": ""14212""}, {""rank"": 3, ""similarity_score"": 0.7329, ""customer_text"": ""iOS 11.1 it’s been getting worse for a few months now"", ""brand_reply"": ""Please meet with us in DM. We'd like to gather some additional details from you."", ""thread_id"": ""2627""}]",0.7392,We'd be glad to help with this. We'd like to see what we can do to assist. DM us and we'll continue from there.,False,escalate,Classifier confidence (0.28) is below acceptable threshold (0.65).; Urgent keywords detected in message: ['terrible'].,,,,,,,,,,,,,
13,215417,@AppleSupport Yes. It doesn’t work on any home networks. Only my work WiFi. Not xfinity hotspots or my private home network 😫,Yes. It doesn’t work on any home networks. Only my work WiFi. Not xfinity hotspots or my private home network 😫,2,single_turn,likely_pushed_to_dm,True,Is it showing an error message? DM us below.,connectivity_network_bluetooth,True,os_update_battery_drain,Thanks for reaching out to @AppleSupport. Please restart your device and ensure you have the latest software update installed. You can also visit https://support.apple.com for troubleshooting.,escalate,connectivity_network_bluetooth,"Let's get you connected. Try going to Settings > General > Reset > Reset Network Settings, or toggle Bluetooth/Airplane Mode off and back on.",auto_handle,,connectivity_network_bluetooth,0.3795,medium,"[{""rank"": 1, ""similarity_score"": 0.606, ""customer_text"": ""MY HOME BUTTON DOESN’T WORK #IOS11"", ""brand_reply"": ""Let us help with your Home button. Did this issue start right after iOS 11? Which version of iOS 11 are you running?"", ""thread_id"": ""756""}, {""rank"": 2, ""similarity_score"": 0.5962, ""customer_text"": ""The ‘Overlapping url over TIME on Free WiFi hotspots’ remains. v11.0.3. Not a WiFi problem; two different hotspots shown."", ""brand_reply"": ""We'd like to have you backup and update your iPhone to iOS 11.1 and let us know if that helps:"", ""thread_id"": ""4906""}, {""rank"": 3, ""similarity_score"": 0.5956, ""customer_text"": ""It’s only done it with Apple Music and Apple Podcast, regardless if saved to phone or streaming"", ""brand_reply"": ""We'd like to investigate with you. Send us a DM and we can troubleshoot more from there."", ""thread_id"": ""11100""}]",0.606,We'd be glad to help with this. Let us help with your Home button. Did this issue start right after iOS 11? Which version of iOS 11 are you running?,False,escalate,Classifier confidence (0.38) is below acceptable threshold (0.65).,,,,,,,,,,,,,
14,14311,Can I un-update my phone so it can stop freezing up and I can stop having to reset it 10 times a day? 🙃@AppleSupport,Can I un-update my phone so it can stop freezing up and I can stop having to reset it 10 times a day? 🙃,2,single_turn,likely_pushed_to_dm,True,Thank you for reaching out to us. Let's take a look at this in DM.,account_access_security,True,os_update_battery_drain,Thanks for reaching out to @AppleSupport. Please restart your device and ensure you have the latest software update installed. You can also visit https://support.apple.com for troubleshooting.,escalate,account_access_security,We understand how important account security is. Please head over to https://iforgot.apple.com to safely reset your Apple ID password or follow verification steps.,escalate,Simple baseline: high-risk intent detected (account_access_security),os_update_battery_drain,0.2178,medium,"[{""rank"": 1, ""similarity_score"": 0.9008, ""customer_text"": ""Can I un-update my phone so it can stop freezing up and I can stop having to reset it 10 times a day? 🙃"", ""brand_reply"": ""Thank you for reaching out to us. Let's take a look at this in DM."", ""thread_id"": ""14311""}, {""rank"": 2, ""similarity_score"": 0.7131, ""customer_text"": ""my iPhone is a fully up to date so why does my phone keep freezing 🙃???"", ""brand_reply"": ""We want to help in any way we can. Which iPhone are you using? Let us know in DM, and we’ll work with you there."", ""thread_id"": ""6928""}, {""rank"": 3, ""similarity_score"": 0.6921, ""customer_text"": ""not only does my phone keep freezing but when i screenshot things it turns out white... really not liking this iphone 8 plus"", ""brand_reply"": ""Let's look at this together. Are you updated to iOS 11.1?"", ""thread_id"": ""3764""}]",0.9008,We'd be glad to help with this. Thank you for reaching out to us. Let's take a look at this in DM.,False,escalate,Classifier confidence (0.22) is below acceptable threshold (0.65).,,,,,,,,,,,,,
15,40452,@AppleSupport All sounds yes when I go to the settings to test it it works but any other that setting no. And I did restarted it and still doesnt work,All sounds yes when I go to the settings to test it it works but any other that setting no. And I did restarted it and still doesnt work,4,multi_turn,likely_pushed_to_dm,True,"So that we can take a deeper look, feel free to DM us what country you're located in:",how_to_feature_inquiry,True,os_update_battery_drain,Thanks for reaching out to @AppleSupport. Please restart your device and ensure you have the latest software update installed. You can also visit https://support.apple.com for troubleshooting.,escalate,how_to_feature_inquiry,You can discover step-by-step guides and settings tips for iOS features directly in the Apple Support app or at https://support.apple.com.,auto_handle,,hardware_physical_damage,0.1823,medium,"[{""rank"": 1, ""similarity_score"": 0.5781, ""customer_text"": ""Yes it did, 11.0.3"", ""brand_reply"": ""We've just released iOS 11.1. We suggest backing up &amp; updating. Then, test the issue again. Here's how:"", ""thread_id"": ""754""}, {""rank"": 2, ""similarity_score"": 0.5606, ""customer_text"": ""I keep getting this error message saying “the item can’t be played” and idk how to fix it..."", ""brand_reply"": ""We'd like to look into this with you. Does the song appear to be greyed out?"", ""thread_id"": ""2666""}, {""rank"": 3, ""similarity_score"": 0.5506, ""customer_text"": ""And why is my music NEVER in my control center?!"", ""brand_reply"": ""We're here to help out! Which device is this on and which version of iOS is currently installed?"", ""thread_id"": ""2632""}]",0.5781,"We'd be glad to help with this. We've just released iOS 11.1. We suggest backing up &amp; updating. Then, test the issue again. Here's how:",False,escalate,Classifier confidence (0.18) is below acceptable threshold (0.65).,,,,,,,,,,,,,
16,112832,Question @AppleSupport - I need to transfer my AppleCare to a new device. Can I do that online?,Question - I need to transfer my AppleCare to a new device. Can I do that online?,2,single_turn,resolved_on_platform,False,"We aren't able to do that through Twitter, but you can start that process online. Check out the steps for that here:",how_to_feature_inquiry,True,os_update_battery_drain,Thanks for reaching out to @AppleSupport. Please restart your device and ensure you have the latest software update installed. You can also visit https://support.apple.com for troubleshooting.,escalate,how_to_feature_inquiry,You can discover step-by-step guides and settings tips for iOS features directly in the Apple Support app or at https://support.apple.com.,auto_handle,,connectivity_network_bluetooth,0.1917,medium,"[{""rank"": 1, ""similarity_score"": 0.6614, ""customer_text"": ""I bought an iPhone 8 with AppleCare+. Wanting to return the iPhone 8. What happens with the AppleCare+?"", ""brand_reply"": ""Thanks for contacting us. We'd like to gather some info to help out. Let's meet in DM."", ""thread_id"": ""9195""}, {""rank"": 2, ""similarity_score"": 0.6612, ""customer_text"": ""I’ve tried to do the upgrade program online and can’t. t-mobile as a carrier and no apple store closer then 3hours away. Help"", ""brand_reply"": ""We'd like to help. Let's take this to DM and we'll explore ways to provide you assistance."", ""thread_id"": ""14865""}, {""rank"": 3, ""similarity_score"": 0.6534, ""customer_text"": ""Hey the new iOS is killing me! Email freezing and horrific battery life. What gives- I can’t even go back to old iOS. Grrrrrr"", ""brand_reply"": ""We're here to help. DM us which iOS device you are using to get started."", ""thread_id"": ""14867""}]",0.6614,We'd be glad to help with this. Thanks for contacting us. We'd like to gather some info to help out. Let's meet in DM.,False,escalate,Classifier confidence (0.19) is below acceptable threshold (0.65).,,,,,,,,,,,,,
17,46582,@AppleSupport hello how can I check if my phone is locked to a network? I'm going abroad and want to put in a different sim,hello how can I check if my phone is locked to a network? I'm going abroad and want to put in a different sim,2,single_turn,resolved_on_platform,False,Hi there. Your cellular provider is the best place to start. You can learn more here:,account_access_security,True,os_update_battery_drain,Thanks for reaching out to @AppleSupport. Please restart your device and ensure you have the latest software update installed. You can also visit https://support.apple.com for troubleshooting.,escalate,account_access_security,We understand how important account security is. Please head over to https://iforgot.apple.com to safely reset your Apple ID password or follow verification steps.,escalate,Simple baseline: high-risk intent detected (account_access_security),account_access_security,0.2792,high,"[{""rank"": 1, ""similarity_score"": 0.5721, ""customer_text"": ""Why do I need a sim card when I’m joined to the WiFi? I’m only using this phone to test websites."", ""brand_reply"": ""You'll need to insert a SIM and activate the iPhone, once that's done you can remove the SIM and use the iPhone on Wi-Fi."", ""thread_id"": ""13588""}, {""rank"": 2, ""similarity_score"": 0.544, ""customer_text"": ""I received an error message. And another when I tried to set it up again in settings"", ""brand_reply"": ""Alright, let's continue working on this via DM. Tell us what country you're currently in."", ""thread_id"": ""11133""}, {""rank"": 3, ""similarity_score"": 0.5309, ""customer_text"": ""What do you make of this? (Top left corner) I am a US customer, and I think my phone has been hacked."", ""brand_reply"": ""Let's look into this for you. Send us a DM with your current iOS version to get started."", ""thread_id"": ""12586""}]",0.5721,"We'd be glad to help with this. You'll need to insert a SIM and activate the iPhone, once that's done you can remove the SIM and use the iPhone on Wi-Fi.",False,escalate,"Intent 'account_access_security' has risk tier 'high', requiring human agent review.; Classifier confidence (0.28) is below acceptable threshold (0.65).",,,,,,,,,,,,,
18,12005,@AppleSupport No it doesn’t address.  Nothing even included about battery improvement on the SW release notes from what I can see.,No it doesn’t address. Nothing even included about battery improvement on the SW release notes from what I can see.,3,multi_turn,likely_pushed_to_dm,True,We want to make sure your iPhone works the way you expect it to. Let's get paired up in DM to get started.,os_update_battery_drain,True,os_update_battery_drain,Thanks for reaching out to @AppleSupport. Please restart your device and ensure you have the latest software update installed. You can also visit https://support.apple.com for troubleshooting.,escalate,os_update_battery_drain,We're here to help. Check Settings > Battery > Battery Health to inspect your maximum capacity and see which apps consume the most energy. Let us know what you see.,auto_handle,,other_general_inquiry,0.2135,low,"[{""rank"": 1, ""similarity_score"": 0.6623, ""customer_text"": ""Please fix the battery issues in Ios 11!"", ""brand_reply"": ""We want to make sure you have a working battery. Have you had a chance to update to the latest 11.1?"", ""thread_id"": ""4901""}, {""rank"": 2, ""similarity_score"": 0.6612, ""customer_text"": ""Im using iPhone6s,it is installed with iOS 11.0.3 n battery drain problem is not resolved in it.When they resolve this issue in wht update?"", ""brand_reply"": ""We've received your DM and will be responding there shortly. Thank you."", ""thread_id"": ""9272""}, {""rank"": 3, ""similarity_score"": 0.6568, ""customer_text"": ""I need the software update urgently. The battery lasts literally half a day 🙍🏼🙁"", ""brand_reply"": ""Hi there! What type of device are we working with?"", ""thread_id"": ""745""}]",0.6623,We'd be glad to help with this. We want to make sure you have a working battery. Have you had a chance to update to the latest 11.1?,False,escalate,Classifier confidence (0.21) is below acceptable threshold (0.65).,,,,,,,,,,,,,
19,23122,@AppleSupport you guys are terrible back in October you said you’d send me something so I could send in my AirPods for repair since they didn’t work when I bought them. You never sent them to me at fort sill. Thanks!,you guys are terrible back in October you said you’d send me something so I could send in my AirPods for repair since they didn’t work when I bought them. You never sent them to me at fort sill. Thanks!,2,single_turn,likely_pushed_to_dm,True,We are happy to help. Please DM us and we will continue from there.,cancellation_churn_complaint,True,os_update_battery_drain,Thanks for reaching out to @AppleSupport. Please restart your device and ensure you have the latest software update installed. You can also visit https://support.apple.com for troubleshooting.,escalate,cancellation_churn_complaint,We are very sorry to hear about your experience. Your feedback is important to us; please share more details regarding your device so we can help resolve your concerns.,escalate,Simple baseline: high-risk intent detected (cancellation_churn_complaint); Simple baseline: urgent keywords detected: terrible,cancellation_churn_complaint,0.2344,high,"[{""rank"": 1, ""similarity_score"": 0.6286, ""customer_text"": ""still no reliable Bluetooth on my iPhone 8+."", ""brand_reply"": ""Thanks for reaching out. DM which Bluetooth device you are trying to connect to so we can help."", ""thread_id"": ""2642""}, {""rank"": 2, ""similarity_score"": 0.6284, ""customer_text"": ""Listen I’m having issues with my phone so like can you @ me so we can talk"", ""brand_reply"": ""We're here to help. Send us a DM with the issue and we'll follow up from there."", ""thread_id"": ""3761""}, {""rank"": 3, ""similarity_score"": 0.6114, ""customer_text"": ""Still same thing smh"", ""brand_reply"": ""Thank you for testing out those steps. Send us a DM telling us the iPhone you have, and what happened before you restarted it."", ""thread_id"": ""14861""}]",0.6286,We'd be glad to help with this. Thanks for reaching out. DM which Bluetooth device you are trying to connect to so we can help.,False,escalate,"Intent 'cancellation_churn_complaint' has risk tier 'high', requiring human agent review.; Classifier confidence (0.23) is below acceptable threshold (0.65).; Urgent keywords detected in message: ['terrible'].",,,,,,,,,,,,,
20,61344,"@AppleSupport I am trying to install a free app, and it keeps asking me for billing information, and it keeps declining my billion information. I need help","I am trying to install a free app, and it keeps asking me for billing information, and it keeps declining my billion information. I need help",2,single_turn,resolved_on_platform,False,Our iTunes Store team would be happy to take a look into this with you. You can reach out to them here,billing_subscription_refund,True,os_update_battery_drain,Thanks for reaching out to @AppleSupport. Please restart your device and ensure you have the latest software update installed. You can also visit https://support.apple.com for troubleshooting.,escalate,billing_subscription_refund,You can review your complete App Store purchase history and request a refund directly at https://reportaproblem.apple.com. Let us know if you need any further guidance.,escalate,Simple baseline: high-risk intent detected (billing_subscription_refund),billing_subscription_refund,0.2504,high,"[{""rank"": 1, ""similarity_score"": 0.715, ""customer_text"": ""Why do you keep charging my card for FREE apps? Im not happy at all."", ""brand_reply"": ""We're here for you. For unrecognized charges, use: For more help, contact us:"", ""thread_id"": ""12602""}, {""rank"": 2, ""similarity_score"": 0.6477, ""customer_text"": ""$100 billion says that solves my problem? I’m on 11.0.3 currently. Hold please."", ""brand_reply"": ""Let us know and we'll continue from there."", ""thread_id"": ""2610""}, {""rank"": 3, ""similarity_score"": 0.6149, ""customer_text"": ""what is happening with my phone??? I️ wrote “I️ got” and that happened"", ""brand_reply"": ""We can look into this issue together. Send us a DM and let's begin."", ""thread_id"": ""13211""}]",0.715,"We'd be glad to help with this. We're here for you. For unrecognized charges, use: For more help, contact us:",False,escalate,"Intent 'billing_subscription_refund' has risk tier 'high', requiring human agent review.; Classifier confidence (0.25) is below acceptable threshold (0.65).",,,,,,,,,,,,,
21,72771,"@AppleSupport lost my iPhone, not where iPad ""lost my"" says.. What should I do?","lost my iPhone, not where iPad ""lost my"" says.. What should I do?",2,single_turn,resolved_on_platform,False,We understand the importance of being able to locate a lost device. Let us know if this helps:,other_general_inquiry,True,os_update_battery_drain,Thanks for reaching out to @AppleSupport. Please restart your device and ensure you have the latest software update installed. You can also visit https://support.apple.com for troubleshooting.,escalate,other_general_inquiry,Thanks for contacting @AppleSupport! How can we help you today? Please let us know your device model and iOS version.,escalate,"Simple baseline: keyword absence (unrecognized intent, confidence < 0.65)",how_to_feature_inquiry,0.163,low,"[{""rank"": 1, ""similarity_score"": 0.6203, ""customer_text"": ""my phone was acting up. I then restarted it and now all it does is stay on the apple logo when I turn it on. Wtf"", ""brand_reply"": ""We’ve got your back. Let us know if the steps in this article help with your iPhone:"", ""thread_id"": ""14862""}, {""rank"": 2, ""similarity_score"": 0.6199, ""customer_text"": ""I've been trying to update to the newest iOS for some time. It never fully processes. Verification doesn't go through. Help."", ""brand_reply"": ""We're here to help. After backing up your device, let's try updating your device through iTunes:"", ""thread_id"": ""11628""}, {""rank"": 3, ""similarity_score"": 0.6197, ""customer_text"": ""Hey the new iOS is killing me! Email freezing and horrific battery life. What gives- I can’t even go back to old iOS. Grrrrrr"", ""brand_reply"": ""We're here to help. DM us which iOS device you are using to get started."", ""thread_id"": ""14867""}]",0.6203,We'd be glad to help with this. We’ve got your back. Let us know if the steps in this article help with your iPhone:,False,escalate,Classifier confidence (0.16) is below acceptable threshold (0.65).,,,,,,,,,,,,,
